timestamp,unix,symbol,timeframe,type,entry,open,high,low,atr,rsi,ema8,ema21,ema_diff,is_trending,is_volatile,bull_score,bear_score,outcome,pnl,sl,tp,hold_candles
2026-03-01T04:35:00.000Z,1772339700,R_100,300,BUY,819.55,819.55,819.55,819.55,3.56214,99.4,817.29082,816.65854,0.63228,1,1,2,0,SL,-3.56214,815.98786,824.89321,-2100
2026-03-01T06:50:00.000Z,1772347800,R_100,300,BUY,826.33,826.33,826.33,826.33,2.94857,99.32,823.55499,821.9243,1.63068,1,1,2,0,SL,-2.94857,823.38143,830.75286,-10200
2026-03-01T07:55:00.000Z,1772351700,R_100,300,BUY,832.28,832.28,832.28,832.28,3.77429,99.05,828.92844,826.72563,2.20281,1,1,2,0,SL,-3.77429,828.50571,837.94143,-14100
2026-03-01T10:15:00.000Z,1772360100,R_100,300,SELL,830.03,830.03,830.03,830.03,3.72929,0.04,836.17669,838.28904,-2.11235,1,1,0,2,SL,-3.72929,833.75929,824.43607,-8100
2026-03-01T11:10:00.000Z,1772363400,R_100,300,SELL,829.6,829.6,829.6,829.6,3.32714,0.03,832.30611,833.96646,-1.66034,1,1,0,2,SL,-3.32714,832.92714,824.60929,600
2026-03-01T11:45:00.000Z,1772365500,cryBTCUSD,300,SELL,66360.393,66360.393,66360.393,66360.393,94.75957,0.35,66446.0094,66479.1671,-33.1577,1,1,0,2,SL,-94.75957,66455.15257,66218.25364,-300
2026-03-01T12:25:00.000Z,1772367900,cryBTCUSD,300,SELL,66424.06,66424.06,66424.06,66424.06,87.17293,,66465.398,66472.43305,-7.03505,1,1,0,2,SL,-87.17293,66511.23293,66293.30061,-300
2026-03-01T12:35:00.000Z,1772368500,cryBTCUSD,300,SELL,66258.971,66258.971,66258.971,66258.971,93.80257,0,66407.04234,66446.40442,-39.36208,1,1,0,2,SL,-93.80257,66352.77357,66118.26714,-300
2026-03-01T12:50:00.000Z,1772369400,cryBTCUSD,300,SELL,66320.934,66320.934,66320.934,66320.934,99.33557,0.86,66380.19811,66424.29782,-44.09971,1,1,0,2,SL,-99.33557,66420.26957,66171.93064,-300
2026-03-01T13:00:00.000Z,1772370000,cryBTCUSD,300,SELL,66269.384,66269.384,66269.384,66269.384,95.23207,0.02,66345.1076,66401.56745,-56.45985,1,1,0,2,SL,-95.23207,66364.61607,66126.53589,300
