timestamp,unix,symbol,timeframe,type,entry,open,high,low,atr,rsi,ema8,ema21,ema_diff,is_trending,is_volatile,bull_score,bear_score,outcome,pnl,sl,tp,hold_candles
2026-03-09T12:31:00.000Z,1773059460,stpRNG,60,SELL,7830.9,7830.9,7830.9,7830.9,1.13571,38.56,7830.13016,7830.31983,-0.18967,0,1,1,0,SL,-1.13571,7832.03571,7829.76429,120
2026-03-09T13:20:00.000Z,1773062400,stpRNG,60,SELL,7837.3,7837.3,7837.3,7837.3,1.16429,99.99,7835.2851,7834.12248,1.16262,0,1,2,0,TP,1.16429,7838.46429,7836.13571,60
2026-03-09T13:22:00.000Z,1773062520,stpRNG,60,SELL,7838.9,7838.9,7838.9,7838.9,1.13571,99.99,7836.53543,7834.86816,1.66727,0,1,2,0,SL,-1.13571,7840.03571,7837.76429,60
2026-03-09T13:27:00.000Z,1773062820,stpRNG,60,SELL,7841.5,7841.5,7841.5,7841.5,1.17143,99.14,7839.35161,7836.92014,2.43147,0,1,2,0,TP,9.77604,14144.77189,14129.78196,120
2026-03-09T14:02:00.000Z,1773064920,stpRNG,60,BUY,7842.1,7842.1,7842.1,7842.1,1.00714,0.65,7843.18167,7843.41308,-0.23141,0,1,0,1,SL,5.35869,14142.41069,14127.00446,120
2026-03-09T14:35:00.000Z,1773066900,stpRNG,60,BUY,7839.1,7839.1,7839.1,7839.1,1.07857,43.74,7840.71949,7841.37008,-0.65059,0,1,0,1,TP,1.07857,7838.02143,7840.17857,180
2026-03-09T14:47:00.000Z,1773067620,stpRNG,60,BUY,7836.3,7836.3,7836.3,7836.3,0.94286,0.8,7838.09751,7839.41416,-1.31666,0,1,0,2,TP,0.94286,7835.35714,7837.24286,60
2026-03-09T15:31:00.000Z,1773070260,stpRNG,60,BUY,7835.3,7835.3,7835.3,7835.3,1.02857,68.39,7835.94247,7835.47531,0.46716,0,1,0,1,TP,-9.50561,14142.70566,14128.13039,60
2026-03-09T15:43:00.000Z,1773070980,stpRNG,60,BUY,7835.3,7835.3,7835.3,7835.3,1.02143,1.05,7835.8522,7835.74943,0.10277,0,1,0,1,TP,1.02143,7834.27857,7836.32143,0
2026-03-09T16:47:00.000Z,1773074820,stpRNG,60,SELL,7845.5,7845.5,7845.5,7845.5,1.12143,96.29,7842.73125,7840.47339,2.25786,0,1,1,0,TP,1.12143,7846.62143,7844.37857,240
2026-03-09T17:01:00.000Z,1773075660,stpRNG,60,BUY,7844.9,7844.9,7844.9,7844.9,0.91429,3.53,7845.27895,7844.07751,1.20144,0,1,0,1,TP,0.91429,7843.98571,7845.81429,60
2026-03-09T17:17:00.000Z,1773076620,stpRNG,60,BUY,7845.7,7845.7,7845.7,7845.7,1.06429,0.81,7847.0252,7846.56899,0.4562,0,1,0,2,TP,1.06429,7844.63571,7846.76429,120
2026-03-09T17:41:00.000Z,1773078060,stpRNG,60,BUY,7847.3,7847.3,7847.3,7847.3,1.02143,25.74,7848.50397,7848.64594,-0.14197,0,1,0,1,TP,1.02143,7846.27857,7848.32143,60
2026-03-09T18:36:00.000Z,1773081360,stpRNG,60,SELL,7856.9,7856.9,7856.9,7856.9,1.20714,99.18,7854.55437,7852.88528,1.66909,0,1,2,0,TP,1.20714,7858.10714,7855.69286,0
2026-03-09T18:45:00.000Z,1773081900,stpRNG,60,BUY,7850.9,7850.9,7850.9,7850.9,1.25714,0.06,7853.15118,7853.14846,0.00271,0,1,0,2,TP,1.25714,7849.64286,7852.15714,60
2026-03-09T19:35:00.000Z,1773084900,stpRNG,60,SELL,7851.9,7851.9,7851.9,7851.9,1.11429,99.21,7850.13711,7849.45822,0.67889,0,1,2,0,TP,1.11429,7853.01429,7850.78571,60
2026-03-09T19:45:00.000Z,1773085500,stpRNG,60,SELL,7854.9,7854.9,7854.9,7854.9,1.15,98.59,7853.19407,7851.69677,1.4973,0,1,2,0,TP,1.15,7856.05,7853.75,60
2026-03-09T19:53:00.000Z,1773085980,stpRNG,60,BUY,7852.9,7852.9,7852.9,7852.9,1.07857,1.26,7854.10852,7853.20836,0.90015,0,1,0,1,SL,4.43297,14165.23497,14152.49018,180
2026-03-09T19:57:00.000Z,1773086220,stpRNG,60,SELL,7854.9,7854.9,7854.9,7854.9,1.03571,96.27,7854.18207,7853.49678,0.68528,0,1,1,0,TP,1.03571,7855.93571,7853.86429,60
