timestamp,unix,symbol,timeframe,type,entry,open,high,low,atr,rsi,ema8,ema21,ema_diff,is_trending,is_volatile,bull_score,bear_score,outcome,pnl,sl,tp,hold_candles
2026-03-02T00:52:00.000Z,1772412720,R_10,60,SELL,5013.541,5013.541,5013.541,5013.541,0.88364,43.51,5012.68338,5011.93433,0.74906,1,1,0,0,SL,-0.88364,5014.42464,5012.21554,0
2026-03-02T00:56:00.000Z,1772412960,R_10,60,SELL,5015.793,5015.793,5015.793,5015.793,0.94414,98.58,5014.57326,5013.10062,1.47264,1,1,0,0,SL,-0.94414,5016.73714,5014.37679,60
2026-03-02T01:03:00.000Z,1772413380,R_10,60,SELL,5015.97,5015.97,5015.97,5015.97,0.89679,56.89,5016.081,5014.71778,1.36323,1,1,0,0,SL,-0.89679,5016.86679,5014.62482,60
2026-03-02T01:05:00.000Z,1772413500,R_10,60,SELL,5016.396,5016.396,5016.396,5016.396,0.88336,97.36,5016.15014,5014.98152,1.16862,1,1,0,0,SL,-0.88336,5017.27936,5015.07096,120
2026-03-02T01:14:00.000Z,1772414040,R_10,60,SELL,5018.247,5018.247,5018.247,5018.247,0.78107,3.14,5018.08109,5016.80878,1.27232,1,1,0,1,TP,1.17161,5019.02807,5017.07539,60
2026-03-02T01:37:00.000Z,1772415420,R_10,60,BUY,5016.119,5016.119,5016.119,5016.119,0.84386,0.29,5017.65769,5018.12005,-0.46236,1,1,0,1,SL,-0.84386,5015.27514,5017.38479,60
2026-03-02T01:42:00.000Z,1772415720,R_10,60,BUY,5013.767,5013.767,5013.767,5013.767,0.92671,98.38,5014.99574,5016.59152,-1.59578,1,1,1,0,SL,-0.92671,5012.84029,5015.15707,0
2026-03-02T03:04:00.000Z,1772420640,R_10,60,BUY,5023.219,5023.051,5023.219,5023.051,0.93657,19.81,5022.12853,5021.28746,0.84107,1,1,0,0,SL,-0.93657,5022.28243,5024.62386,60
2026-03-08T05:39:00.000Z,1772948340,R_10,60,BUY,5085.262,5085.262,5085.262,5085.262,0.89443,2.83,5087.11444,5088.6519,-1.53746,1,1,0,1,SL,-0.89443,5084.36757,5086.60364,0
2026-03-08T05:45:00.000Z,1772948700,R_10,60,BUY,5083.407,5083.407,5083.407,5083.407,0.87357,81.85,5084.25169,5086.40307,-2.15139,1,1,0,0,SL,-0.87357,5082.53343,5084.71736,0
2026-03-08T06:12:00.000Z,1772950320,R_10,60,BUY,5078.893,5078.893,5078.893,5078.893,0.99507,1.42,5080.6846,5082.31932,-1.63472,1,1,0,1,SL,-0.99507,5077.89793,5080.38561,120
